Year,NOC,strong_point,hhi,award_rate,host,participate_num,history_performance,TotalMedal,GoldMedal
2028,AFG,1,0.0,0,USA,0,0.0,6,0.0
2028,AHO,1,0.0,0,USA,0,0.0,0,0.0
2028,AIN,3,0.0,0,USA,0,1.6666666666666667,32,1.6666666666666667
2028,ALB,1,0.0,0,USA,0,0.6666666666666666,8,0.6666666666666666
2028,ALG,3,0.0,0,USA,0,1.6666666666666667,46,1.6666666666666667
2028,AND,0,0.0,0,USA,0,0.0,2,0.0
2028,ANG,0,0.0,0,USA,0,0.0,25,0.0
2028,ANT,0,0.0,0,USA,0,0.0,5,0.0
2028,ANZ,3,0.0,0,USA,0,0.0,0,0.0
2028,ARG,3,0.0,0,USA,0,3.3333333333333335,143,3.3333333333333335
2028,ARM,3,0.0,0,USA,0,4.0,15,4.0
2028,ARU,0,0.0,0,USA,0,0.0,6,0.0
2028,ASA,0,0.0,0,USA,0,0.0,2,0.0
2028,AUS,2,0.0,0,USA,0,42.333333333333336,474,42.333333333333336
2028,AUT,1,0.0,0,USA,0,4.333333333333333,84,4.333333333333333
2028,AZE,3,0.0,0,USA,0,10.666666666666666,48,10.666666666666666
2028,BAH,2,0.0,0,USA,0,1.3333333333333333,19,1.3333333333333333
2028,BAN,0,0.0,0,USA,0,0.0,5,0.0
2028,BAR,1,0.0,0,USA,0,0.0,4,0.0
2028,BDI,1,0.0,0,USA,0,0.3333333333333333,7,0.3333333333333333
2028,BEL,2,0.0,0,USA,0,7.333333333333333,177,7.333333333333333
2028,BEN,0,0.0,0,USA,0,0.0,5,0.0
2028,BER,2,0.0,0,USA,0,0.3333333333333333,8,0.3333333333333333
2028,BHU,0,0.0,0,USA,0,0.0,3,0.0
2028,BIH,0,0.0,0,USA,0,0.0,5,0.0
2028,BIZ,0,0.0,0,USA,0,0.0,1,0.0
2028,BLR,3,0.0,0,USA,0,5.333333333333333,0,5.333333333333333
2028,BOH,3,0.0,0,USA,0,0.0,0,0.0
2028,BOL,0,0.0,0,USA,0,0.0,4,0.0
2028,BOT,1,0.0,0,USA,0,1.0,14,1.0
2028,BRA,3,0.0,0,USA,0,20.0,289,20.0
2028,BRN,3,0.0,0,USA,0,2.3333333333333335,14,2.3333333333333335
2028,BRU,0,0.0,0,USA,0,0.0,3,0.0
2028,BUL,3,0.0,0,USA,0,5.333333333333333,46,5.333333333333333
2028,BUR,1,0.0,0,USA,0,0.3333333333333333,8,0.3333333333333333
2028,CAF,0,0.0,0,USA,0,0.0,4,0.0
2028,CAM,0,0.0,0,USA,0,0.0,3,0.0
2028,CAN,3,0.0,0,USA,0,24.333333333333332,332,24.333333333333332
2028,CAY,0,0.0,0,USA,0,0.0,4,0.0
2028,CGO,0,0.0,0,USA,0,0.0,4,0.0
2028,CHA,0,0.0,0,USA,0,0.0,3,0.0
2028,CHI,3,0.0,0,USA,0,0.6666666666666666,48,0.6666666666666666
2028,CHN,3,0.0,0,USA,0,83.0,396,83.0
2028,CIV,2,0.0,0,USA,0,1.3333333333333333,13,1.3333333333333333
2028,CMR,3,0.0,0,USA,0,0.0,6,0.0
2028,COD,0,0.0,0,USA,0,0.0,6,0.0
2028,COK,0,0.0,0,USA,0,0.0,2,0.0
2028,COL,3,0.0,0,USA,0,5.666666666666667,88,5.666666666666667
2028,COM,0,0.0,0,USA,0,0.0,4,0.0
2028,CPV,1,0.0,0,USA,0,0.3333333333333333,7,0.3333333333333333
2028,CRC,1,0.0,0,USA,0,0.0,6,0.0
2028,CRO,3,0.0,0,USA,0,8.333333333333334,73,8.333333333333334
2028,CUB,3,0.0,0,USA,0,11.666666666666666,61,11.666666666666666
2028,CYP,1,0.0,0,USA,0,0.3333333333333333,15,0.3333333333333333
2028,CZE,2,0.0,0,USA,0,8.666666666666666,111,8.666666666666666
2028,DEN,2,0.0,0,USA,0,11.666666666666666,128,11.666666666666666
2028,DJI,1,0.0,0,USA,0,0.0,7,0.0
2028,DMA,1,0.0,0,USA,0,0.3333333333333333,4,0.3333333333333333
2028,DOM,3,0.0,0,USA,0,3.0,59,3.0
2028,ECU,3,0.0,0,USA,0,2.6666666666666665,40,2.6666666666666665
2028,EGY,3,0.0,0,USA,0,4.0,155,4.0
2028,EOR,1,0.0,0,USA,0,0.3333333333333333,37,0.3333333333333333
2028,ERI,1,0.0,0,USA,0,0.0,11,0.0
2028,ESA,0,0.0,0,USA,0,0.0,8,0.0
2028,ESP,2,0.0,0,USA,0,17.333333333333332,400,17.333333333333332
2028,EST,3,0.0,0,USA,0,1.0,24,1.0
2028,ETH,1,0.0,0,USA,0,5.333333333333333,33,5.333333333333333
2028,EUN,2,0.0,0,USA,0,0.0,0,0.0
2028,FIJ,1,0.0,0,USA,0,1.3333333333333333,36,1.3333333333333333
2028,FIN,3,0.0,0,USA,0,1.0,57,1.0
2028,FRA,2,0.0,0,USA,0,46.333333333333336,601,46.333333333333336
2028,FRG,2,0.0,0,USA,0,0.0,0,0.0
2028,FSM,0,0.0,0,USA,0,0.0,3,0.0
2028,GAB,1,0.0,0,USA,0,0.0,5,0.0
2028,GAM,0,0.0,0,USA,0,0.0,7,0.0
2028,GBR,2,0.0,0,USA,0,65.0,343,65.0
2028,GBS,0,0.0,0,USA,0,0.0,6,0.0
2028,GDR,2,0.0,0,USA,0,0.0,0,0.0
2028,GEO,3,0.0,0,USA,0,7.333333333333333,28,7.333333333333333
2028,GEQ,0,0.0,0,USA,0,0.0,3,0.0
2028,GER,2,0.0,0,USA,0,36.666666666666664,457,36.666666666666664
2028,GHA,2,0.0,0,USA,0,0.3333333333333333,9,0.3333333333333333
2028,GRE,3,0.0,0,USA,0,6.0,100,6.0
2028,GRN,1,0.0,0,USA,0,1.3333333333333333,6,1.3333333333333333
2028,GUA,2,0.0,0,USA,0,0.6666666666666666,16,0.6666666666666666
2028,GUI,0,0.0,0,USA,0,0.0,25,0.0
2028,GUM,0,0.0,0,USA,0,0.0,7,0.0
2028,GUY,1,0.0,0,USA,0,0.0,5,0.0
2028,HAI,2,0.0,0,USA,0,0.0,7,0.0
2028,HKG,3,0.0,0,USA,0,3.3333333333333335,34,3.3333333333333335
2028,HON,0,0.0,0,USA,0,0.0,4,0.0
2028,HUN,2,0.0,0,USA,0,17.666666666666668,177,17.666666666666668
2028,INA,3,0.0,0,USA,0,3.6666666666666665,29,3.6666666666666665
2028,IND,3,0.0,0,USA,0,5.0,112,5.0
2028,IOA,1,0.0,0,USA,0,0.6666666666666666,0,0.6666666666666666
2028,IRI,3,0.0,0,USA,0,9.0,41,9.0
2028,IRL,3,0.0,0,USA,0,3.6666666666666665,143,3.6666666666666665
2028,IRQ,1,0.0,0,USA,0,0.0,23,0.0
2028,ISL,3,0.0,0,USA,0,0.0,5,0.0
2028,ISR,3,0.0,0,USA,0,4.333333333333333,89,4.333333333333333
2028,ISV,1,0.0,0,USA,0,0.0,5,0.0
2028,ITA,3,0.0,0,USA,0,34.666666666666664,397,34.666666666666664
2028,IVB,0,0.0,0,USA,0,0.0,4,0.0
2028,JAM,1,0.0,0,USA,0,8.666666666666666,65,8.666666666666666
2028,JOR,1,0.0,0,USA,0,1.3333333333333333,12,1.3333333333333333
2028,JPN,3,0.0,0,USA,0,48.0,430,48.0
2028,KAZ,3,0.0,0,USA,0,11.0,79,11.0
2028,KEN,2,0.0,0,USA,0,11.333333333333334,74,11.333333333333334
2028,KGZ,3,0.0,0,USA,0,3.0,16,3.0
2028,KIR,0,0.0,0,USA,0,0.0,3,0.0
2028,KOR,3,0.0,0,USA,0,24.333333333333332,147,24.333333333333332
2028,KOS,1,0.0,0,USA,0,1.6666666666666667,9,1.6666666666666667
2028,KSA,1,0.0,0,USA,0,0.3333333333333333,8,0.3333333333333333
2028,KUW,1,0.0,0,USA,0,0.3333333333333333,9,0.3333333333333333
2028,LAO,0,0.0,0,USA,0,0.0,4,0.0
2028,LAT,2,0.0,0,USA,0,0.6666666666666666,29,0.6666666666666666
2028,LBA,0,0.0,0,USA,0,0.0,6,0.0
2028,LBN,0,0.0,0,USA,0,0.0,9,0.0
2028,LBR,0,0.0,0,USA,0,0.0,8,0.0
2028,LCA,1,0.0,0,USA,0,0.6666666666666666,4,0.6666666666666666
2028,LES,0,0.0,0,USA,0,0.0,3,0.0
2028,LIB,2,0.0,0,USA,0,0.0,0,0.0
2028,LIE,0,0.0,0,USA,0,0.0,1,0.0
2028,LTU,3,0.0,0,USA,0,3.0,51,3.0
2028,LUX,2,0.0,0,USA,0,0.0,13,0.0
2028,MAD,0,0.0,0,USA,0,0.0,7,0.0
2028,MAL,0,0.0,0,USA,0,0.0,0,0.0
2028,MAR,3,0.0,0,USA,0,1.3333333333333333,61,1.3333333333333333
2028,MAS,2,0.0,0,USA,0,3.0,26,3.0
2028,MAW,0,0.0,0,USA,0,0.0,3,0.0
2028,MDA,3,0.0,0,USA,0,1.6666666666666667,26,1.6666666666666667
2028,MDV,0,0.0,0,USA,0,0.0,5,0.0
2028,MEX,3,0.0,0,USA,0,4.666666666666667,108,4.666666666666667
2028,MGL,3,0.0,0,USA,0,2.3333333333333335,32,2.3333333333333335
2028,MHL,0,0.0,0,USA,0,0.0,4,0.0
2028,MKD,2,0.0,0,USA,0,0.3333333333333333,6,0.3333333333333333
2028,MLI,0,0.0,0,USA,0,0.0,24,0.0
2028,MLT,0,0.0,0,USA,0,0.0,5,0.0
2028,MNE,1,0.0,0,USA,0,0.0,19,0.0
2028,MON,0,0.0,0,USA,0,0.0,6,0.0
2028,MOZ,1,0.0,0,USA,0,0.0,7,0.0
2028,MRI,1,0.0,0,USA,0,0.0,12,0.0
2028,MTN,0,0.0,0,USA,0,0.0,2,0.0
2028,MYA,0,0.0,0,USA,0,0.0,2,0.0
2028,NAM,1,0.0,0,USA,0,0.3333333333333333,4,0.3333333333333333
2028,NBO,0,0.0,0,USA,0,0.0,0,0.0
2028,NCA,0,0.0,0,USA,0,0.0,7,0.0
2028,NED,2,0.0,0,USA,0,29.666666666666668,288,29.666666666666668
2028,NEP,0,0.0,0,USA,0,0.0,7,0.0
2028,NFL,0,0.0,0,USA,0,0.0,0,0.0
2028,NGR,3,0.0,0,USA,0,1.0,86,1.0
2028,NIG,2,0.0,0,USA,0,0.3333333333333333,7,0.3333333333333333
2028,NOR,3,0.0,0,USA,0,6.666666666666667,109,6.666666666666667
2028,NRU,0,0.0,0,USA,0,0.0,1,0.0
2028,NZL,3,0.0,0,USA,0,19.333333333333332,208,19.333333333333332
2028,OMA,0,0.0,0,USA,0,0.0,4,0.0
2028,PAK,3,0.0,0,USA,0,0.3333333333333333,7,0.3333333333333333
2028,PAN,2,0.0,0,USA,0,0.3333333333333333,8,0.3333333333333333
2028,PAR,1,0.0,0,USA,0,0.0,29,0.0
2028,PER,3,0.0,0,USA,0,0.3333333333333333,26,0.3333333333333333
2028,PHI,3,0.0,0,USA,0,3.0,22,3.0
2028,PLE,0,0.0,0,USA,0,0.0,8,0.0
2028,PLW,0,0.0,0,USA,0,0.0,3,0.0
2028,PNG,0,0.0,0,USA,0,0.0,7,0.0
2028,POL,3,0.0,0,USA,0,11.666666666666666,226,11.666666666666666
2028,POR,3,0.0,0,USA,0,3.0,75,3.0
2028,PRK,3,0.0,0,USA,0,4.333333333333333,14,4.333333333333333
2028,PUR,3,0.0,0,USA,0,1.3333333333333333,51,1.3333333333333333
2028,QAT,3,0.0,0,USA,0,1.6666666666666667,13,1.6666666666666667
2028,RHO,0,0.0,0,USA,0,0.0,0,0.0
2028,ROC,3,0.0,0,USA,0,23.666666666666668,0,23.666666666666668
2028,ROT,0,0.0,0,USA,0,0.0,0,0.0
2028,ROU,2,0.0,0,USA,0,5.666666666666667,96,5.666666666666667
2028,RSA,3,0.0,0,USA,0,6.333333333333333,141,6.333333333333333
2028,RUS,2,0.0,0,USA,0,18.666666666666668,0,18.666666666666668
2028,RWA,0,0.0,0,USA,0,0.0,7,0.0
2028,SAA,0,0.0,0,USA,0,0.0,0,0.0
2028,SAM,0,0.0,0,USA,0,0.0,24,0.0
2028,SCG,3,0.0,0,USA,0,0.0,0,0.0
2028,SEN,1,0.0,0,USA,0,0.0,11,0.0
2028,SEY,0,0.0,0,USA,0,0.0,3,0.0
2028,SGP,3,0.0,0,USA,0,0.6666666666666666,23,0.6666666666666666
2028,SKN,0,0.0,0,USA,0,0.0,3,0.0
2028,SLE,0,0.0,0,USA,0,0.0,4,0.0
2028,SLO,3,0.0,0,USA,0,4.0,94,4.0
2028,SMR,2,0.0,0,USA,0,1.0,5,1.0
2028,SOL,0,0.0,0,USA,0,0.0,2,0.0
2028,SOM,0,0.0,0,USA,0,0.0,1,0.0
2028,SRB,3,0.0,0,USA,0,7.333333333333333,114,7.333333333333333
2028,SRI,1,0.0,0,USA,0,0.0,6,0.0
2028,SSD,0,0.0,0,USA,0,0.0,14,0.0
2028,STP,0,0.0,0,USA,0,0.0,3,0.0
2028,SUD,1,0.0,0,USA,0,0.0,4,0.0
2028,SUI,1,0.0,0,USA,0,9.333333333333334,137,9.333333333333334
2028,SUR,1,0.0,0,USA,0,0.0,5,0.0
2028,SVK,2,0.0,0,USA,0,3.0,28,3.0
2028,SWE,3,0.0,0,USA,0,10.333333333333334,125,10.333333333333334
2028,SWZ,0,0.0,0,USA,0,0.0,3,0.0
2028,SYR,3,0.0,0,USA,0,0.3333333333333333,6,0.3333333333333333
2028,TAN,1,0.0,0,USA,0,0.0,7,0.0
2028,TCH,2,0.0,0,USA,0,0.0,0,0.0
2028,TGA,1,0.0,0,USA,0,0.0,4,0.0
2028,THA,3,0.0,0,USA,0,4.666666666666667,52,4.666666666666667
2028,TJK,3,0.0,0,USA,0,1.3333333333333333,14,1.3333333333333333
2028,TKM,1,0.0,0,USA,0,0.3333333333333333,6,0.3333333333333333
2028,TLS,0,0.0,0,USA,0,0.0,4,0.0
2028,TOG,0,0.0,0,USA,0,0.0,5,0.0
2028,TPE,3,0.0,0,USA,0,7.333333333333333,60,7.333333333333333
2028,TTO,3,0.0,0,USA,0,0.3333333333333333,17,0.3333333333333333
2028,TUN,3,0.0,0,USA,0,2.6666666666666665,26,2.6666666666666665
2028,TUR,3,0.0,0,USA,0,9.666666666666666,101,9.666666666666666
2028,TUV,0,0.0,0,USA,0,0.0,2,0.0
2028,UAE,2,0.0,0,USA,0,0.3333333333333333,13,0.3333333333333333
2028,UAR,2,0.0,0,USA,0,0.0,0,0.0
2028,UGA,2,0.0,0,USA,0,2.0,25,2.0
2028,UKR,3,0.0,0,USA,0,14.0,141,14.0
2028,UNK,0,0.0,0,USA,0,0.0,0,0.0
2028,URS,2,0.0,0,USA,0,0.0,0,0.0
2028,URU,3,0.0,0,USA,0,0.0,27,0.0
2028,USA,3,0.0,0,USA,0,118.66666666666667,619,118.66666666666667
2028,UZB,3,0.0,0,USA,0,10.333333333333334,88,10.333333333333334
2028,VAN,0,0.0,0,USA,0,0.0,6,0.0
2028,VEN,3,0.0,0,USA,0,2.3333333333333335,31,2.3333333333333335
2028,VIE,3,0.0,0,USA,0,0.6666666666666666,15,0.6666666666666666
2028,VIN,0,0.0,0,USA,0,0.0,4,0.0
2028,VNM,0,0.0,0,USA,0,0.0,0,0.0
2028,WIF,1,0.0,0,USA,0,0.0,0,0.0
2028,YAR,0,0.0,0,USA,0,0.0,0,0.0
2028,YEM,0,0.0,0,USA,0,0.0,4,0.0
2028,YMD,0,0.0,0,USA,0,0.0,0,0.0
2028,YUG,2,0.0,0,USA,0,0.0,0,0.0
2028,ZAM,2,0.0,0,USA,0,0.3333333333333333,31,0.3333333333333333
2028,ZIM,2,0.0,0,USA,0,0.0,7,0.0
